CSc1cccc(-c2cccc(C(N)=O)n2)c1; ['CSc1cccc(B2OC(C)(C)C(C)(C)O2)c1']; ['NC(=O)c1cccc(Cl)n1']; [0.999968886]
NC(=O)c1cccc(-c2ccc(F)cc2Cl)n1; ['NC(=O)c1cccc(Cl)n1']; ['OB(O)c1ccc(F)cc1Cl']; [0.998758078]
CC[C@@H](CO)c1cccc(C(N)=O)n1; [None]; [None]; [0]
COc1ccc(-c2cccc(C(N)=O)n2)cc1OC; ['COc1ccc(B(O)O)cc1OC']; ['NC(=O)c1cccc(Cl)n1']; [0.999736965]
NC(=O)c1cccc([C@H]2CC[C@@H](O)C2)n1; [None]; [None]; [0]
NC(=O)c1cccc(C2CCOCC2)n1; [None]; [None]; [0]
CCc1ccc(-c2cccc(C(N)=O)n2)cc1; ['CCc1ccc(B2OC(C)(C)C(C)(C)O2)cc1', 'CCc1ccc(B(O)O)cc1']; ['NC(=O)c1cccc(Cl)n1', 'NC(=O)c1cccc(Br)n1']; [0.999999285, 0.999999285]
NC(=O)c1cccc(-c2ccsc2)n1; ['NC(=O)c1cccc(Br)n1']; ['OB(O)c1ccsc1']; [0.999803603]
NC(=O)c1cccc(-c2ncc3cccn3n2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ncc(Br)cn2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccc(Cl)cc2Cl)n1; ['NC(=O)c1cccc(Cl)n1']; ['OB(O)c1ccc(Cl)cc1Cl']; [0.997782886]
NC(=O)c1cccc(-c2cc3ccccn3n2)n1; [None]; [None]; [0]
COc1cc(-c2cccc(C(N)=O)n2)ccc1N1CCOCC1; [None]; [None]; [0]
Cn1cc(-c2cccc(C(N)=O)n2)c(C(F)(F)F)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccc(N3CCCCC3)cc2)n1; ['CC1(C)OB(c2ccc(N3CCCCC3)cc2)OC1(C)C']; ['NC(=O)c1cccc(Br)n1']; [0.999999881]
Cc1cc(C)cc(-c2cccc(C(N)=O)n2)c1; []; []; []
CC1(C)Cc2cc(-c3cccc(C(N)=O)n3)ccc2O1; [None]; [None]; [0]
COc1ccc2cccc(-c3cccc(C(N)=O)n3)c2c1; [None]; [None]; [0]
COc1cc(F)c(-c2cccc(C(N)=O)n2)cc1OC; [None]; [None]; [0]
COc1cc(-c2cccc(C(N)=O)n2)ccc1Cl; ['COc1cc(B2OC(C)(C)C(C)(C)O2)ccc1Cl']; ['NC(=O)c1cccc(Cl)n1']; [0.999997497]
NC(=O)c1cccc(-c2cccc3ccc(O)cc23)n1; [None]; [None]; [0]
Cc1csc2c(-c3cccc(C(N)=O)n3)ncnc12; [None]; [None]; [0]
NC(=O)c1cccc(-c2cccc(-n3nccn3)c2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ncc(Cl)cn2)n1; [None]; [None]; [0]
COc1cc(-c2cccc(C(N)=O)n2)c(OC)cc1Br; [None]; [None]; [0]
CO[C@@H]1CC[C@@H](c2cccc(C(N)=O)n2)CC1; [None]; [None]; [0]
Cc1ccc(-c2cccc(C(N)=O)n2)o1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cc(F)cc3c2OCOC3)n1; [None]; [None]; [0]
CC(C)NC(=O)N[C@@H]1CC[C@@H](c2cccc(C(N)=O)n2)CC1; [None]; [None]; [0]
CCNC(=O)N1CCC(c2cccc(C(N)=O)n2)CC1; [None]; [None]; [0]
COc1cc(OC)cc(-c2cccc(C(N)=O)n2)c1; ['COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1']; ['NC(=O)c1cccc(Cl)n1']; [0.999921322]
NC(=O)c1cccc(-c2ccc3cn[nH]c3c2)n1; ['CC1(C)OB(c2ccc3cn[nH]c3c2)OC1(C)C']; ['NC(=O)c1cccc(Br)n1']; [0.999995947]
COc1ccc2oc(-c3cccc(C(N)=O)n3)cc2c1; [None]; [None]; [0]
C[NH+](C)Cc1ccc(-c2cccc(C(N)=O)n2)cc1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cc(-c3cccnc3)ccn2)n1; [None]; [None]; [0]
CNC(=O)c1ccc(-c2cccc(C(N)=O)n2)cc1; ['CNC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1', 'CNC(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1']; ['NC(=O)c1cccc(Cl)n1', 'NC(=O)c1cccc(Br)n1']; [0.999999762, 0.999999762]
CNC(=O)c1ccc(OC)c(-c2cccc(C(N)=O)n2)c1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cc3ccccc3o2)n1; [None]; [None]; [0]
Cc1nc(-c2cccc(C(N)=O)n2)c2sccc2n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ncc3sccc3n2)n1; [None]; [None]; [0]
CC(C)c1nn(C)cc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ncc3cc(Cl)ccc3n2)n1; [None]; [None]; [0]
C[C@H]1CCCN1C(=O)c1ccc(-c2cccc(C(N)=O)n2)cc1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cccc(NC(=O)N3CCCC3)c2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccc(OC(F)(F)F)cc2)n1; [None]; [None]; [0]
COc1ccc2nc(-c3cccc(C(N)=O)n3)[nH]c2c1; [None]; [None]; [0]
Cn1cc(-c2cccc(C(N)=O)n2)c2ccccc21; [None]; [None]; [0]
NC(=O)c1cccc(-c2cscn2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccc(C(=O)[O-])c(Cl)c2)n1; [None]; [None]; [0]
Cc1ccc(-c2cccc(C(N)=O)n2)nc1C; [None]; [None]; [0]
C[C@H]1CCCN1c1cccc(-c2cccc(C(N)=O)n2)n1; [None]; [None]; [0]
CCc1cccc(-c2cccc(C(N)=O)n2)n1; [None]; [None]; [0]
Cc1cc(-c2cccc(C(N)=O)n2)cc(C)c1OCCO; [None]; [None]; [0]
CN(C)c1ccc(-c2cccc(C(N)=O)n2)cn1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cccc(N3CCCC3=O)c2)n1; ['NC(=O)c1cccc(Br)n1']; ['O=C1CCCN1c1cccc(Br)c1']; [0.999670625]
Cc1n[nH]c2cc(-c3cccc(C(N)=O)n3)ccc12; [None]; [None]; [0]
NC(=O)c1cccc(C2CCC(F)(F)CC2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccc(CCO)cc2)n1; [None]; [None]; [0]
COc1cc(N2CCC(O)CC2)ccc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(C2CCS(=O)(=O)CC2)n1; [None]; [None]; [0]
Cc1cc(N2CCOCC2)ccc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
COc1cc(N2CCNCC2)ccc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
CCNC(=O)c1ccc(-c2cccc(C(N)=O)n2)cc1; ['CCNC(=O)c1ccc(B(O)O)cc1']; ['NC(=O)c1cccc(Cl)n1']; [0.999951839]
CN(C)C(=O)c1ccc(-c2cccc(C(N)=O)n2)c(Cl)c1; [None]; [None]; [0]
CS(=O)(=O)c1ccc(Cl)c(-c2cccc(C(N)=O)n2)c1; [None]; [None]; [0]
CNC(=O)c1ccc(-c2cccc(C(N)=O)n2)c(OC)c1; [None]; [None]; [0]
CNC(=O)c1ccc(C)c(-c2cccc(C(N)=O)n2)c1; [None]; [None]; [0]
Cc1ccc(C(=O)NCCO)cc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
C[C@H](CS(C)(=O)=O)c1cccc(C(N)=O)n1; [None]; [None]; [0]
CCOc1ccccc1-c1cccc(C(N)=O)n1; ['CCOc1ccccc1B(O)O']; ['NC(=O)c1cccc(Cl)n1']; [0.984827518]
COC(C)(C)CCc1cccc(C(N)=O)n1; [None]; [None]; [0]
CNC(=O)c1ccccc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
Cc1nnc(-c2ccccc2-c2cccc(C(N)=O)n2)[nH]1; [None]; [None]; [0]
CC(C)S(=O)(=O)c1ccccc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc([C@@H]2C[C@H](O)C2)n1; [None]; [None]; [0]
NC(=O)c1cccc(Cc2cc(F)cc(F)c2)n1; [None]; [None]; [0]
CP(C)(=O)c1ccccc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
COc1ccc(F)cc1[C@@H](C)c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cccc(C(F)(F)F)c2)n1; ['CC1(C)OB(c2cccc(C(F)(F)F)c2)OC1(C)C', 'NC(=O)c1cccc(Br)n1']; ['NC(=O)c1cccc(Cl)n1', 'OB(O)c1cccc(C(F)(F)F)c1']; [0.999954462, 0.999954462]
NC(=O)c1cccc(-c2cc[nH]n2)n1; [None]; [None]; [0]
Cc1cccc(-c2cccc(C(N)=O)n2)c1; ['Cc1cccc(B2OC(C)(C)C(C)(C)O2)c1', 'Cc1cccc(B(O)O)c1']; ['NC(=O)c1cccc(Br)n1', 'NC(=O)c1cccc(Br)n1']; [0.999903083, 0.999903083]
NC(=O)c1cccc(-c2ccccc2F)n1; ['CC1(C)OB(c2ccccc2F)OC1(C)C', 'NC(=O)c1cccc(Br)n1', 'NC(=O)c1cccc(Cl)n1']; ['NC(=O)c1cccc(Br)n1', 'OB(O)c1ccccc1F', 'OB(O)c1ccccc1F']; [0.999838948, 0.999838948, 0.999838948]
NC(=O)c1cccc(-c2ccnc3ccccc23)n1; [None]; [None]; [0]
N#Cc1ccccc1-c1cccc(C(N)=O)n1; ['N#Cc1ccccc1B(O)O', 'N#Cc1ccccc1B(O)O']; ['NC(=O)c1cccc(Br)n1', 'NC(=O)c1cccc(Cl)n1']; [0.999686956, 0.999686956]
NC(=O)c1cccc(-c2cccnc2)n1; ['CC1(C)OB(c2cccnc2)OC1(C)C', 'NC(=O)c1cccc(Cl)n1']; ['NC(=O)c1cccc(Br)n1', 'OB(O)c1cccnc1']; [0.999860644, 0.999860644]
NC(=O)c1cccc(-c2ccccc2Br)n1; ['NC(=O)c1cccc(Br)n1']; ['OB(O)c1ccccc1Br']; [0.963863611]
NC(=O)c1cccc(-c2ccccc2C(=O)[O-])n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccccc2Cl)n1; ['NC(=O)c1cccc(Br)n1', 'CC1(C)OB(c2ccccc2Cl)OC1(C)C', 'NC(=O)c1cccc(Cl)n1']; ['OB(O)c1ccccc1Cl', 'NC(=O)c1cccc(Br)n1', 'OB(O)c1ccccc1Cl']; [0.999273717, 0.999273717, 0.999273717]
NC(=O)c1cccc(-c2ccccc2OC(F)(F)F)n1; ['NC(=O)c1cccc(Br)n1']; ['OB(O)c1ccccc1OC(F)(F)F']; [0.999811232]
NC(=O)c1cccc(-c2ccccc2C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2c(F)cccc2F)n1; ['NC(=O)c1cccc(Br)n1']; ['OB(O)c1c(F)cccc1F']; [0.999985576]
NC(=O)c1cccc([C@@H](N)c2ccco2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cnc(-c3ccccc3)[nH]2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cnn(Cc3ccccc3)c2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cnn(CCO)c2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cccc(NC(=O)c3ccccc3)c2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccncn2)n1; [None]; [None]; [0]
NC(=O)c1cccc([C@@H]2CC[C@@H](CO)OC2)n1; [None]; [None]; [0]
COc1cnc(-c2cccc(C(N)=O)n2)nc1; [None]; [None]; [0]
CC(C)(C)c1nc(-c2cccc(C(N)=O)n2)cs1; [None]; [None]; [0]
Cc1ccc(-c2cccc(C(N)=O)n2)c(Br)c1; [None]; [None]; [0]
NC(=O)c1cccc(CC2CCCCC2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccc3c(c2)CCC3)n1; [None]; [None]; [0]
CC(C)C(=O)COc1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cnc3ccccn23)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cnco2)n1; [None]; [None]; [0]
Cc1nc2ccccn2c1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2c(Cl)cccc2Cl)n1; [None]; [None]; [0]
CNc1nc(C)c(-c2cccc(C(N)=O)n2)s1; [None]; [None]; [0]
Cc1nc(N)sc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
CC(C)(C)Nc1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(OC2CCCCC2)n1; [None]; [None]; [0]
NC(=O)c1cccc(NCc2cccnc2)n1; ['NC(=O)c1cccc(Cl)n1']; ['NCc1cccnc1']; [0.999441683]
Cc1ccc(Cl)c(-c2cccc(C(N)=O)n2)c1; ['Cc1ccc(Cl)c(B(O)O)c1', 'Cc1ccc(Cl)c(B(O)O)c1']; ['NC(=O)c1cccc(Br)n1', 'NC(=O)c1cccc(Cl)n1']; [0.998241663, 0.998241663]
NC(=O)c1cccc(-c2cccc(Cn3cncn3)c2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cccc(Cl)c2Cl)n1; ['NC(=O)c1cccc(Br)n1']; ['OB(O)c1cccc(Cl)c1Cl']; [0.999586523]
Cc1ncc(-c2cccc(C(N)=O)n2)[nH]1; [None]; [None]; [0]
CCC(C)(C)c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccnc(N)n2)n1; [None]; [None]; [0]
COc1cccc(-c2cccc(C(N)=O)n2)c1; ['COc1cccc(B(O)O)c1', 'COc1cccc(-c2ccccn2)c1']; ['NC(=O)c1cccc(Cl)n1', 'NC=O']; [0.997638822, 0.997638822]
NC(=O)c1cccc(-c2ccc(Cl)s2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccc3ccccc3c2)n1; ['NC(=O)c1cccc(Br)n1', 'CC1(C)OB(c2ccc3ccccc3c2)OC1(C)C']; ['OB(O)c1ccc2ccccc2c1', 'NC(=O)c1cccc(Cl)n1']; [0.999988675, 0.999988675]
C[C@H](CO)Nc1cccc(C(N)=O)n1; ['C[C@@H](N)CO']; ['NC(=O)c1cccc(F)n1']; [0.99499172]
NC(=O)c1cccc(-n2cnc3ccccc32)n1; [None]; [None]; [0]
NC(=O)c1cccc(Nc2cccnc2)n1; ['NC(=O)c1cccc(Cl)n1']; ['Nc1cccnc1']; [0.995187]
COC(=O)[C@@H](N)Cc1cccc(C(N)=O)n1; [None]; [None]; [0]
CC(C)COc1cccc(C(N)=O)n1; ['CC(C)COc1ccccn1']; ['NC=O']; [0.80776453]
NC(=O)c1cccc(NCCc2c[nH]cn2)n1; ['NC(=O)c1cccc(Br)n1']; ['NCCc1c[nH]cn1']; [0.999638796]
NC(=O)c1cccc(-c2cccc(CC(=O)[O-])c2)n1; [None]; [None]; [0]
C[C@@H](O)[C@@H](C)Oc1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(NC(=O)c2cccs2)n1; [None]; [None]; [0]
NC(=O)c1cccc(NCCc2ccccc2)n1; ['NC(=O)c1cccc(F)n1']; ['NCCc1ccccc1']; [0.982930124]
NC(=O)c1cccc(-c2cncc3ccccc23)n1; ['NC(=O)c1cccc(Br)n1']; ['OB(O)c1cncc2ccccc12']; [0.999193728]
CCCCc1cccc(C(N)=O)n1; [None]; [None]; [0]
Cn1ncc2cc(-c3cccc(C(N)=O)n3)ccc21; ['Cn1ncc2cc(B(O)O)ccc21']; ['NC(=O)c1cccc(Br)n1']; [0.999998]
NC(=O)c1cccc(-c2ccc3c(N)[nH]nc3c2)n1; [None]; [None]; [0]
Cn1cc(-c2ccc(-c3cccc(C(N)=O)n3)cc2)cn1; [None]; [None]; [0]
NC(=O)c1cccc(CCC[NH3+])n1; [None]; [None]; [0]
C[C@@H](C[NH+](C)C)Oc1cccc(C(N)=O)n1; [None]; [None]; [0]
CCCn1cnc(-c2cccc(C(N)=O)n2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cccc(CO)c2)n1; ['NC(=O)c1cccc(Cl)n1']; ['OCc1cccc(B(O)O)c1']; [0.995480895]
Cn1cncc1-c1cccc(C(N)=O)n1; ['CCCC[Sn](CCCC)(CCCC)c1cncn1C']; ['NC(=O)c1cccc(Br)n1']; [0.997272313]
NC(=O)c1cccc(Nc2ccncc2)n1; ['NC(=O)c1cccc(Cl)n1']; ['Nc1ccncc1']; [0.996647894]
NC(=O)c1cccc([C@@H]2CCC[C@H]([NH3+])C2)n1; [None]; [None]; [0]
CSc1nc(-c2cccc(C(N)=O)n2)c[nH]1; [None]; [None]; [0]
CC(C)c1oncc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2csc3ncncc23)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cccs2)n1; [None]; [None]; [0]
N#CCCc1cccc(-c2cccc(C(N)=O)n2)c1; [None]; [None]; [0]
CC(C)Nc1cccc(C(N)=O)n1; ['CC(C)N']; ['NC(=O)c1cccc(Br)n1']; [0.900976777]
NC(=O)c1cccc(-c2ccc(F)cc2C(F)(F)F)n1; ['NC(=O)c1cccc(Cl)n1']; ['OB(O)c1ccc(F)cc1C(F)(F)F']; [0.999607384]
CCC(=O)Nc1ccc(-c2cccc(C(N)=O)n2)cc1; [None]; [None]; [0]
CCNc1nc2ccc(-c3cccc(C(N)=O)n3)cc2s1; [None]; [None]; [0]
CS(=O)(=O)C1CCN(c2cccc(C(N)=O)n2)CC1; ['CS(=O)(=O)C1CCNCC1', 'CS(=O)(=O)C1CCNCC1']; ['NC(=O)c1cccc(Cl)n1', 'NC(=O)c1cccc(Br)n1']; [0.999987, 0.999987]
COc1ccc(-c2cccc(C(N)=O)n2)cc1Cl; ['COc1ccc(B(O)O)cc1Cl']; ['NC(=O)c1cccc(Cl)n1']; [0.99975723]
C[C@H](c1cccc(C(N)=O)n1)C(F)(F)F; [None]; [None]; [0]
NC(=O)c1cccc(OC(F)(F)F)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cnn3ccccc23)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cnoc2)n1; [None]; [None]; [0]
CCC(=O)Nc1cccc(C(N)=O)n1; ['CCC(N)=O']; ['NC(=O)c1cccc(Br)n1']; [0.995346367]
CCCn1cc(-c2cccc(C(N)=O)n2)cn1; ['CCCn1cc(B2OC(C)(C)C(C)(C)O2)cn1']; ['NC(=O)c1cccc(Br)n1']; [0.999987364]
NC(=O)c1cccc(-c2ccn([C@@H2]CO)c(=O)c2)n1; [None]; [None]; [0]
Cc1cc(-c2cccc(C(N)=O)n2)no1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cccc3c2C(=O)CC3)n1; [None]; [None]; [0]
COc1cc(CCc2cccc(C(N)=O)n2)cc(OC)c1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cc[nH]c(=O)c2)n1; [None]; [None]; [0]
CC(C)(N)c1ccc(-c2cccc(C(N)=O)n2)cc1; [None]; [None]; [0]
CC(C)(C)NC(=O)Nc1cccc(C(N)=O)n1; ['CC(C)(C)NC(N)=O']; ['NC(=O)c1cccc(Cl)n1']; [0.981037]
C[S@](=O)c1ccc(-c2cccc(C(N)=O)n2)cc1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccc(Cl)c(C(=O)[O-])c2)n1; [None]; [None]; [0]
CCOC(=O)Cc1cccc(C(N)=O)n1; [None]; [None]; [0]
COc1ccncc1Nc1cccc(C(N)=O)n1; [None]; [None]; [0]
CCN(CC)c1cccc(C(N)=O)n1; ['CCNCC']; ['NC(=O)c1cccc(Cl)n1']; [0.997165501]
NC(=O)c1cccc(-c2cc3c(=O)[nH]ccc3o2)n1; [None]; [None]; [0]
NC(=O)c1cccc(Nc2cnc3ccccc3c2)n1; [None]; [None]; [0]
CNC(=O)c1c(F)cccc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc([C@H](CO)Cc2ccccc2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2c[nH]c3cnccc23)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cnc3[nH]ccc3c2)n1; ['CC1(C)OB(c2cnc3[nH]ccc3c2)OC1(C)C']; ['NC(=O)c1cccc(Br)n1']; [0.999999762]
CC1(c2cccc(C(N)=O)n2)CCN(S(C)(=O)=O)CC1; [None]; [None]; [0]
N#CCC(=O)N1CCC[C@@H](c2cccc(C(N)=O)n2)C1; [None]; [None]; [0]
N#C[C@@H]1CC[C@@H](c2cccc(C(N)=O)n2)CC1; [None]; [None]; [0]
N#CCC[C@@H]1CC[C@@H](c2cccc(C(N)=O)n2)CC1; [None]; [None]; [0]
NC(=O)c1cccc([C@@H]2CC[C@@H](NC(=O)O)C2)n1; [None]; [None]; [0]
CS(=O)(=O)c1ccc(-c2cccc(C(N)=O)n2)cc1; ['CS(=O)(=O)c1ccc(B(O)O)cc1', 'CS(=O)(=O)c1ccc(Br)cc1']; ['NC(=O)c1cccc(Cl)n1', 'NC(=O)c1cccc(Br)n1']; [0.999986291, 0.999986291]
N#CC[C@@H]1CC[C@@H](c2cccc(C(N)=O)n2)CC1; [None]; [None]; [0]
N#C[C@H]1CCOC[C@@H]1c1cccc(C(N)=O)n1; [None]; [None]; [0]
CC(C)(C)NS(=O)(=O)c1ccc(-c2cccc(C(N)=O)n2)cc1; ['CC(C)(C)NS(=O)(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1', 'CC(C)(C)NS(=O)(=O)c1ccc(B2OC(C)(C)C(C)(C)O2)cc1']; ['NC(=O)c1cccc(Cl)n1', 'NC(=O)c1cccc(Br)n1']; [0.999999046, 0.999999046]
Cc1cc(-c2cccc(C(N)=O)n2)n(-c2cccc(Cl)c2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-n2ccc(CO)n2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-n2cnc(CCO)c2)n1; [None]; [None]; [0]
C[C@H](Nc1cccc(C(N)=O)n1)C(C)(C)C; [None]; [None]; [0]
C[C@H](Nc1cccc(C(N)=O)n1)C(C)(C)O; [None]; [None]; [0]
C[C@@H](Nc1cccc(C(N)=O)n1)C(C)(C)O; [None]; [None]; [0]
NC(=O)c1cccc(-c2cccc(F)c2C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(-n2ncc3ccccc32)n1; ['NC(=O)c1cccc(Cl)n1']; ['c1ccc2[nH]ncc2c1']; [0.998226225]
NC(=O)c1cccc(-c2cccnc2O)n1; [None]; [None]; [0]
NC(=O)c1cccc(-n2ncc3c(O)cccc32)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2nc[nH]n2)n1; [None]; [None]; [0]
CSc1nc(C)c(-c2cccc(C(N)=O)n2)[nH]1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ccc(-n3cncn3)cc2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2nc3ccc(O)cc3[nH]2)n1; [None]; [None]; [0]
COc1ccc(-c2cccc(C(N)=O)n2)c(OC)c1; ['COc1ccc(B2OC(C)(C)C(C)(C)O2)c(OC)c1', 'COc1ccc(B(O)O)c(OC)c1', 'COc1ccc(B(O)O)c(OC)c1']; ['NC(=O)c1cccc(Br)n1', 'NC(=O)c1cccc(Br)n1', 'NC(=O)c1cccc(Cl)n1']; [0.999488, 0.999488, 0.999488]
Cc1nc[nH]c1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(Cc2ccncc2)n1; ['BrCc1ccncc1']; ['NC(=O)c1cccc(Cl)n1']; [0.950561881]
NC(=O)c1cccc(-c2ccc(C(=O)c3ccccc3)cc2)n1; ['NC(=O)c1cccc(Cl)n1']; ['O=C(c1ccccc1)c1ccc(B(O)O)cc1']; [0.9993788]
CC(C)([NH3+])CNc1cccc(C(N)=O)n1; [None]; [None]; [0]
CC(C)n1cnnc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
Cn1cnnc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2nncn2C2CC2)n1; [None]; [None]; [0]
C[C@H](CO)n1cnnc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(OC2CCOCC2)n1; [None]; [None]; [0]
NC(=O)c1cccc(CCC(=O)NCc2ccccn2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-n2ccnc2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cn(Cc3ccccc3)nn2)n1; [None]; [None]; [0]
C[C@@H](Nc1cccc(C(N)=O)n1)C(C)(C)C; [None]; [None]; [0]
NC(=O)c1cccc(-c2cnc(N)s2)n1; [None]; [None]; [0]
CCc1cc(-c2cccc(C(N)=O)n2)nc(N)n1; [None]; [None]; [0]
CCCCc1cc(-c2cccc(C(N)=O)n2)nc(N)n1; [None]; [None]; [0]
CNC(=O)c1ccc(-c2cccc(C(N)=O)n2)s1; [None]; [None]; [0]
NC(=O)c1cccc(-c2nnc(N)s2)n1; [None]; [None]; [0]
Cc1cncc(-c2cccc(C(N)=O)n2)n1; [None]; [None]; [0]
COc1cccc(F)c1-c1cccc(C(N)=O)n1; ['COc1cccc(F)c1B(O)O']; ['NC(=O)c1cccc(Br)n1']; [0.999983191]
NC(=O)c1cccc(-c2csc(N3CCOCC3)n2)n1; [None]; [None]; [0]
NC(=O)c1cccc([C@H]2CCCN2C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cccc3ccsc23)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2nc3ccccc3s2)n1; [None]; [None]; [0]
NC(=O)c1cccc(CC2CCOCC2)n1; [None]; [None]; [0]
CC(=O)Nc1ncc(-c2cccc(C(N)=O)n2)[nH]1; [None]; [None]; [0]
Cn1cc(-c2cccc(C(N)=O)n2)c(=O)n1C; [None]; [None]; [0]
NC(=O)c1cccc(-c2nc(N)c3ccccc3n2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2ncc3cc[nH]c3n2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2cnccc2N2CCOCC2)n1; [None]; [None]; [0]
NC(=O)c1cccc(-c2c[nH]c3cccnc23)n1; [None]; [None]; [0]
NC(=O)c1cccc(Cc2cccnc2)n1; [None]; [None]; [0]
COc1ccc(C#N)cc1-c1cccc(C(N)=O)n1; [None]; [None]; [0]
NC(=O)c1cccc(O[C@@H]2CC[C@H](O)CC2)n1; [None]; [None]; [0]
CC(C)(C)CNc1cccc(C(N)=O)n1; ['CC(C)(C)CN']; ['NC(=O)c1cccc(Cl)n1']; [0.986500084]
CS(=O)(=O)Nc1ccccc1Cc1cccc(C(N)=O)n1; [None]; [None]; [0]
CC(C)(C)Oc1cccc(C(N)=O)n1; [None]; [None]; [0]
COc1ccc(OC)c(-c2cccc(C(N)=O)n2)c1; ['COc1ccc(OC)c(B2OC(C)(C)C(C)(C)O2)c1', 'COc1ccc(OC)c(B2OC(C)(C)C(C)(C)O2)c1']; ['NC(=O)c1cccc(Br)n1', 'NC(=O)c1cccc(Cl)n1']; [0.999460757, 0.999460757]
CN(C)c1cc(-c2cccc(C(N)=O)n2)cnn1; [None]; [None]; [0]
Clc1ncncc1-c1ccccc1; ['Clc1ncncc1Br']; ['OB(O)c1ccccc1']; [0.914403796]
C[C@@]1(O)CC[C@H](c2cccc(C(N)=O)n2)CC1; [None]; [None]; [0]
